CLIENTNUM,Income_Category,Total_Trans_Amt
715628733,Less than $40K,3157
716613933,$40K - $60K,3651
712709508,Unknown,2645
716306583,Less than $40K,2325
720026058,$80K - $120K,3526
712644483,$60K - $80K,4270
814489683,Less than $40K,2596
789111483,$80K - $120K,4255
709573533,$40K - $60K,3914
807137808,$60K - $80K,3494
711861258,Less than $40K,4046
716660583,$40K - $60K,3696
717222033,Less than $40K,4272
716617608,Less than $40K,1936
716786808,$60K - $80K,3838
718882008,$120K +,4960
770975133,Less than $40K,4382
715234008,$40K - $60K,4216
709326183,$60K - $80K,3447
721233033,$80K - $120K,1474
712319958,$80K - $120K,3853
712198983,$60K - $80K,3169
772103208,Unknown,3534
718737708,$80K - $120K,4202
821351958,Less than $40K,3308
826079508,$60K - $80K,3654
773236983,$40K - $60K,1839
826717533,$80K - $120K,4631
814092858,Unknown,4372
708355683,Unknown,2976
803124408,Unknown,1926
789964983,$40K - $60K,1724
720303933,$80K - $120K,4526
708665133,$80K - $120K,4003
828236133,$40K - $60K,4269
769985883,$80K - $120K,3549
709297608,$80K - $120K,1585
716971833,Unknown,4496
801373833,$40K - $60K,2920
817977933,Less than $40K,2288
827055333,$40K - $60K,2015
772116408,$40K - $60K,2377
734924658,Less than $40K,4123
711775383,$60K - $80K,4059
715019058,Less than $40K,2933
780715683,$60K - $80K,3582
827341383,Less than $40K,3607
708757233,Less than $40K,3697
710504283,$80K - $120K,4014
713919183,$80K - $120K,4630
713171358,Less than $40K,3880
773140683,$60K - $80K,4191
716358033,Less than $40K,5004
826410708,$60K - $80K,5554
789717708,$40K - $60K,4180
711679533,$120K +,2600
711342483,$80K - $120K,3896
720242733,Less than $40K,3718
721213833,Unknown,3780
756624183,Less than $40K,3507
717622308,Less than $40K,4232
714629358,$40K - $60K,1796
744307008,$60K - $80K,3890
710979033,$40K - $60K,3046
818903583,$60K - $80K,3628
712980333,$60K - $80K,2584
822112383,$60K - $80K,3769
711538758,$60K - $80K,1954
719987733,$40K - $60K,1844
719184783,Unknown,3536
715857183,$60K - $80K,2150
719657583,$40K - $60K,2310
789713208,Less than $40K,2692
802031583,$80K - $120K,3711
711529383,$40K - $60K,3163
715371108,$80K - $120K,1632
712988958,$60K - $80K,3253
713005908,$40K - $60K,4772
711852783,$60K - $80K,3446
780056733,$40K - $60K,2627
796903083,$40K - $60K,2584
716014983,Less than $40K,3755
712521783,$80K - $120K,3713
719488008,Less than $40K,1902
771575058,Less than $40K,3172
772137183,$120K +,1822
779709033,$60K - $80K,3908
709716258,$80K - $120K,1807
737986083,$60K - $80K,3139
713343333,$40K - $60K,4065
779331558,Less than $40K,2598
714973758,Less than $40K,2004
718009158,Less than $40K,3774
712165308,Unknown,4255
821768658,$120K +,2474
719341683,$120K +,4281
708637758,Unknown,3523
779974758,$120K +,3203
821815458,$60K - $80K,3398
711708408,Unknown,3967
812449758,$60K - $80K,2129
715682208,$80K - $120K,4629
714744783,Less than $40K,3825
720942333,$40K - $60K,2043
709423158,$80K - $120K,3592
718307433,Less than $40K,2025
772607433,$80K - $120K,4107
801709308,Unknown,4558
806656083,$40K - $60K,4064
823635033,Less than $40K,4200
718739508,Less than $40K,3863
709272333,Less than $40K,4579
718835583,Unknown,3769
827970933,Less than $40K,4439
719888358,$80K - $120K,2748
717030633,$60K - $80K,3034
815085708,$40K - $60K,1861
716332533,$40K - $60K,4712
822964683,Less than $40K,4351
779683683,$40K - $60K,2344
712653183,Less than $40K,3675
715485483,Less than $40K,1479
788912658,Less than $40K,3144
711396483,$40K - $60K,4505
789220008,$80K - $120K,1425
716436483,Less than $40K,2521
778459833,$60K - $80K,1789
769448658,Less than $40K,3492
820346133,Less than $40K,4154
720119808,$80K - $120K,3342
721523658,$120K +,3699
711176133,Less than $40K,3366
794560833,$40K - $60K,1913
718197108,$80K - $120K,1430
713750583,Less than $40K,2190
769576608,$60K - $80K,3566
708626058,Less than $40K,4098
710333883,$60K - $80K,1905
715401633,Less than $40K,2111
755220783,$80K - $120K,3576
789603183,$60K - $80K,3756
767564358,$40K - $60K,3197
789744033,$80K - $120K,3183
709887483,$40K - $60K,3527
779765058,$40K - $60K,3817
789177333,Less than $40K,2104
717262833,Less than $40K,4345
714878508,Less than $40K,2051
711079308,$60K - $80K,1884
794510358,$80K - $120K,3754
715033533,Less than $40K,4422
779400183,$60K - $80K,2484
716636808,$120K +,3572
708733983,$40K - $60K,2122
710521383,$80K - $120K,2247
720075558,$120K +,3838
716468658,Less than $40K,4101
717569283,Less than $40K,4252
787491483,$80K - $120K,3455
779995833,$60K - $80K,3557
714215058,Less than $40K,4006
789407958,$60K - $80K,4063
715118058,$80K - $120K,5274
713672208,$60K - $80K,3342
720865383,$120K +,4437
713701533,$80K - $120K,3578
778895883,Unknown,4430
719655258,Less than $40K,3412
806264958,Less than $40K,3211
714659133,$80K - $120K,2178
716425833,$120K +,1797
712166583,Less than $40K,3490
713124558,Unknown,4249
714048783,$80K - $120K,4072
708784908,Unknown,4435
714332658,Less than $40K,3896
719169783,Less than $40K,2781
721268133,$40K - $60K,3495
795343683,Less than $40K,3935
715611933,Unknown,3632
711184983,$80K - $120K,3839
779601783,Less than $40K,4364
720795858,$60K - $80K,3456
756629133,Less than $40K,2088
714387108,$80K - $120K,3481
712164333,$60K - $80K,1758
714429258,$60K - $80K,3660
796791258,$120K +,4006
711220683,$60K - $80K,3280
717582558,$120K +,3874
714779733,$60K - $80K,2237
817965858,Less than $40K,3766
717358158,$60K - $80K,3215
720301458,$120K +,3000
826471458,Less than $40K,1919
794579658,$80K - $120K,3537
717052158,$60K - $80K,3492
818311533,Less than $40K,3535
716156508,$40K - $60K,4095
712084383,Less than $40K,4247
788641758,$60K - $80K,3868
788768883,$40K - $60K,4676
717451833,Unknown,4547
712291308,Unknown,1852
712852233,Less than $40K,4583
712312908,Less than $40K,3890
716194683,$40K - $60K,2155
720563058,Unknown,4175
719502183,Less than $40K,4529
712287333,$80K - $120K,4048
716944983,$120K +,1658
718115733,$60K - $80K,1627
827691858,Less than $40K,2006
716431833,$40K - $60K,4614
717265983,Unknown,3749
712815858,Less than $40K,3525
815851233,$120K +,1726
779425608,Unknown,3752
713896533,$60K - $80K,3157
712546233,Less than $40K,4065
772148058,$80K - $120K,2755
771776808,$40K - $60K,1877
715905633,$60K - $80K,3433
778282758,$120K +,4140
717886008,Less than $40K,4527
709985133,Less than $40K,2603
709289358,$80K - $120K,3226
720457608,Less than $40K,4306
780612558,$40K - $60K,3421
714216033,$120K +,3488
710577708,$40K - $60K,2591
719462433,Less than $40K,4227
769063308,$80K - $120K,1676
715136583,$40K - $60K,4077
710915358,Unknown,3242
709841433,Less than $40K,3885
710509758,$120K +,2507
720527058,Less than $40K,4343
711787383,Less than $40K,3782
715824108,Less than $40K,4697
719474583,$80K - $120K,2778
719282433,Unknown,3280
772669833,$60K - $80K,3048
789365508,$40K - $60K,1453
805534608,$40K - $60K,3817
781117533,$120K +,2823
710294808,$60K - $80K,4509
718788258,$80K - $120K,3290
716404383,Unknown,2315
824795358,Less than $40K,4150
715196508,$40K - $60K,4123
779051808,$40K - $60K,4145
720695583,Unknown,3432
826414083,$40K - $60K,4225
708426483,Less than $40K,3534
787472283,$80K - $120K,3918
716948283,$80K - $120K,3497
778375458,$80K - $120K,3402
718504983,Less than $40K,3340
709625733,$60K - $80K,4620
719357058,$40K - $60K,3962
709626858,Less than $40K,4222
711843708,Less than $40K,2860
711349083,Less than $40K,2962
721462458,Unknown,3784
780833058,$40K - $60K,3835
769962933,Less than $40K,5244
719095533,$40K - $60K,3382
709718058,Less than $40K,4650
819151083,$60K - $80K,4042
770778108,$60K - $80K,3585
718877883,Less than $40K,2440
710376708,Less than $40K,3928
718366983,$80K - $120K,3504
719604858,Less than $40K,2196
714549558,$40K - $60K,2362
822955008,$60K - $80K,2287
712986483,$80K - $120K,3993
779597133,$80K - $120K,4317
758426583,Less than $40K,3308
716805408,$60K - $80K,4511
711275433,Unknown,2021
778968408,$60K - $80K,1955
827117808,$60K - $80K,1152
804462633,Less than $40K,2287
709321908,$80K - $120K,1676
714907908,$40K - $60K,3722
818336508,$120K +,4037
712597233,$40K - $60K,1714
711964533,$40K - $60K,4155
717983058,$40K - $60K,3058
709804533,$120K +,3973
712076358,$120K +,3535
711670308,Less than $40K,3199
720717108,Unknown,3647
784789758,$60K - $80K,3966
779689233,$40K - $60K,2903
788792583,$40K - $60K,4458
710657508,Less than $40K,3975
716393958,$80K - $120K,3855
770708133,Less than $40K,3833
766131033,Less than $40K,3163
719816583,$120K +,2309
715376508,Less than $40K,3493
709300458,Less than $40K,4041
778340733,$40K - $60K,1950
714729933,$80K - $120K,3749
794514108,Unknown,4051
812501358,Less than $40K,4864
718961208,Less than $40K,3799
814459833,Less than $40K,3042
720363258,Less than $40K,4007
714496083,$60K - $80K,1609
713004933,$60K - $80K,2634
712011633,$40K - $60K,3652
772466508,$60K - $80K,2030
708225483,$80K - $120K,4246
788923758,Unknown,4138
789150633,Less than $40K,3687
710809083,Less than $40K,4587
787669233,$80K - $120K,3435
708119658,$40K - $60K,2519
737921733,Less than $40K,1581
765940683,$80K - $120K,2033
719732433,$60K - $80K,3771
715491483,$120K +,3693
783381933,$60K - $80K,3512
811554708,Unknown,3609
719536608,Less than $40K,4944
720753183,$40K - $60K,4247
714505683,$80K - $120K,3250
711942783,Less than $40K,4048
711372258,$40K - $60K,2897
710825658,Less than $40K,4045
716575758,Unknown,1859
714732183,$40K - $60K,3188
714097683,$40K - $60K,2123
720568083,$60K - $80K,2428
708121908,$80K - $120K,2045
778710783,$80K - $120K,3778
711043983,$80K - $120K,3275
716438433,$80K - $120K,4002
709435533,Less than $40K,1401
711080358,$120K +,3657
718677858,Less than $40K,4571
720259308,$80K - $120K,3927
719346708,Less than $40K,3820
720286908,$40K - $60K,3680
719168883,Less than $40K,2753
772472208,$60K - $80K,2298
710402508,$80K - $120K,3487
710218233,$40K - $60K,3161
714212358,Unknown,2142
812956983,$80K - $120K,3409
780241758,$60K - $80K,3527
711580908,$40K - $60K,4119
712835433,Unknown,4869
714622833,$80K - $120K,3489
712115958,Less than $40K,3562
712033833,Less than $40K,3899
719523108,$60K - $80K,4253
710881008,$80K - $120K,4119
715098333,$120K +,4313
708211383,Less than $40K,3906
715054683,$80K - $120K,3838
710670633,$60K - $80K,2131
784560258,$60K - $80K,3937
787770858,$80K - $120K,3889
721104708,Less than $40K,3033
717461283,Unknown,2066
803028858,Less than $40K,2031
716628633,$80K - $120K,4406
813380058,Unknown,3593
770135358,Less than $40K,4417
711340233,Unknown,3630
710002833,Unknown,4355
808705758,$80K - $120K,1624
710839308,Less than $40K,3161
768687183,Less than $40K,3017
720541758,Less than $40K,3711
712263258,Less than $40K,3371
712751133,$60K - $80K,1829
779662308,Less than $40K,3808
803319633,Less than $40K,3988
708170508,$60K - $80K,1651
711891933,$80K - $120K,3369
802875333,$60K - $80K,3377
745435533,$80K - $120K,3104
718063083,$40K - $60K,4738
710713608,$80K - $120K,4070
720487308,$60K - $80K,4184
719770158,Less than $40K,2189
779737233,$60K - $80K,3971
751076058,Unknown,3756
736552308,Less than $40K,3291
720578058,$60K - $80K,4101
714932658,Unknown,4098
804708633,Less than $40K,4666
716271183,Less than $40K,1720
712442508,Less than $40K,3464
826467333,$80K - $120K,4082
721027083,Unknown,3543
713764458,$120K +,3453
816261858,$40K - $60K,1821
710850633,$40K - $60K,3325
805282908,$40K - $60K,4401
771246708,$120K +,4371
785119833,$60K - $80K,3391
716780283,$40K - $60K,4050
716546283,$60K - $80K,3944
721308033,Less than $40K,2609
779270883,$60K - $80K,3982
822061683,$60K - $80K,4106
710058033,$120K +,3781
710678658,Less than $40K,3684
712943508,Less than $40K,4608
816263808,$80K - $120K,2760
714162033,Less than $40K,3434
711238908,Less than $40K,5103
713971608,Less than $40K,4337
715193433,Unknown,3889
713111883,$120K +,3783
716911608,$80K - $120K,3816
822898758,Less than $40K,3239
712085733,$120K +,3491
718583133,Less than $40K,3598
772095858,Unknown,3929
780074733,Less than $40K,4518
710182383,$80K - $120K,3626
713418558,Less than $40K,3819
715445883,Unknown,4449
718599108,Unknown,4419
711546333,Less than $40K,4962
721513833,$40K - $60K,2808
771669183,$60K - $80K,3651
774760458,$40K - $60K,1739
713453733,$40K - $60K,3428
804415083,$60K - $80K,2611
711419133,Less than $40K,4449
710691633,Less than $40K,4546
715008858,Less than $40K,4099
771424908,$60K - $80K,1766
771215583,$60K - $80K,3505
711012783,$120K +,2066
827408058,Less than $40K,3803
713904708,Less than $40K,4926
807596358,$80K - $120K,4650
708788583,Less than $40K,1648
713446083,Unknown,3996
717888108,$40K - $60K,3635
819714408,Unknown,1981
716853258,Less than $40K,4253
719455083,Less than $40K,3734
771922008,Less than $40K,4416
708887433,Less than $40K,3150
713214558,$60K - $80K,3608
718038483,$80K - $120K,3449
714053358,$40K - $60K,4039
713730933,Less than $40K,1739
762775908,Unknown,4177
713181558,Unknown,4201
713079108,Less than $40K,3660
804426858,Less than $40K,1974
788379933,$60K - $80K,4422
713740533,$60K - $80K,2478
712235433,Less than $40K,2326
811705233,$40K - $60K,4099
714594933,Less than $40K,3758
714377058,Less than $40K,2186
827114058,$60K - $80K,4447
720283758,Unknown,1783
801994458,$40K - $60K,3163
718834233,Less than $40K,3848
719196858,$60K - $80K,4254
708451233,Less than $40K,3707
718735908,$120K +,1799
789339633,$120K +,3736
804833058,$80K - $120K,1832
712542258,Less than $40K,4742
713639058,$60K - $80K,1329
709560258,Unknown,2239
718317258,Less than $40K,3618
712606158,$60K - $80K,3685
713162358,$40K - $60K,4050
710673558,$60K - $80K,4087
710096658,Less than $40K,2191
721313808,$80K - $120K,4488
778924158,Less than $40K,3749
719602908,$40K - $60K,2064
820383558,$80K - $120K,3258
717953283,$60K - $80K,4379
710327508,Less than $40K,4247
785134758,$80K - $120K,4077
811970808,Less than $40K,3491
718676283,Less than $40K,3779
720439533,Less than $40K,4951
793720908,$40K - $60K,3636
708937608,Less than $40K,4590
769189083,Less than $40K,4427
713455233,$80K - $120K,4026
719563158,$40K - $60K,3850
753118533,Less than $40K,4686
713265858,$120K +,4795
709713033,$80K - $120K,1735
711608958,$40K - $60K,4092
708633783,$80K - $120K,1809
714532158,$60K - $80K,3848
720950283,$80K - $120K,2064
809797158,$80K - $120K,3627
713692683,$60K - $80K,3216
710748483,Less than $40K,3861
720868683,$40K - $60K,1814
709453833,Unknown,4227
712114458,Less than $40K,3941
811013658,$120K +,3221
789180933,Less than $40K,4524
717151383,Less than $40K,3616
712470033,Less than $40K,2960
717840108,$80K - $120K,1771
709131033,Unknown,4056
721506708,$80K - $120K,3988
716039433,Less than $40K,3445
710874933,$80K - $120K,2149
794682483,Less than $40K,3095
709229358,Less than $40K,4835
772177308,Less than $40K,2572
715016508,$40K - $60K,2441
818308533,Less than $40K,3162
711000933,Unknown,3724
718201383,$60K - $80K,2139
779450958,Less than $40K,4739
717990183,$80K - $120K,5100
721252683,$80K - $120K,3368
710505483,$60K - $80K,3099
711587433,Unknown,4328
720964683,$40K - $60K,3477
711478233,Less than $40K,3691
717096858,$40K - $60K,4828
719739108,$40K - $60K,4021
717432933,Unknown,4587
721501308,Less than $40K,4410
714169083,$120K +,4959
710194683,$80K - $120K,2313
715365183,Less than $40K,3323
715448058,Less than $40K,1973
779008158,Less than $40K,4961
712822758,Less than $40K,2730
717466158,Less than $40K,4889
798687258,Less than $40K,4134
717380133,$40K - $60K,4218
709693833,$60K - $80K,2468
804847308,$40K - $60K,4018
716321583,$40K - $60K,3441
781306758,$80K - $120K,1844
743912958,$40K - $60K,4080
712294083,Unknown,2367
716630508,$120K +,4425
711334983,Unknown,2077
717442758,$40K - $60K,4141
709137558,$80K - $120K,4689
714366708,$60K - $80K,3790
711925608,$80K - $120K,3886
721202058,$40K - $60K,4160
716931183,$80K - $120K,4296
800164083,$120K +,3819
719682183,$40K - $60K,1997
710984133,$120K +,4654
780307233,Less than $40K,3521
716434533,$80K - $120K,2106
828215508,Less than $40K,1785
716138958,Less than $40K,3740
709276908,$40K - $60K,3990
815767983,$60K - $80K,4869
712812408,Less than $40K,1921
712403358,$40K - $60K,4307
717826308,Less than $40K,4061
753443583,$40K - $60K,3992
721428333,Less than $40K,3609
719910333,Less than $40K,3595
713585958,Less than $40K,1457
712866933,$60K - $80K,3700
719219883,$60K - $80K,3651
779170008,$40K - $60K,4596
779727558,Less than $40K,4148
714373308,Less than $40K,3634
715000383,$80K - $120K,4047
710493558,$40K - $60K,1979
778839108,Less than $40K,3687
715548183,Unknown,3129
712545183,Less than $40K,3333
779032308,$80K - $120K,3279
721500108,$60K - $80K,4402
718811058,$80K - $120K,4391
717084708,Less than $40K,3802
778247358,Less than $40K,3880
710702733,$80K - $120K,3949
815240358,Unknown,3357
715165758,$120K +,2862
827964858,Unknown,2151
773667708,$60K - $80K,2176
717400533,Less than $40K,4839
713586858,$80K - $120K,4187
711393483,Less than $40K,4340
711877458,Less than $40K,4072
714351558,Less than $40K,3950
828343083,Less than $40K,3646
790002783,Unknown,4079
708615183,$60K - $80K,4558
718509858,$80K - $120K,4347
718540308,$80K - $120K,4263
778180158,$80K - $120K,3636
806947308,$60K - $80K,1735
714899283,Less than $40K,3972
708386958,Less than $40K,1947
710986758,$60K - $80K,3891
718220358,$120K +,1712
710568333,$60K - $80K,2293
712656783,$120K +,2179
717483558,$120K +,3547
721440633,Less than $40K,4387
738899658,Unknown,2468
711423558,$40K - $60K,4181
721522533,Less than $40K,4311
708558408,$40K - $60K,3776
714727833,Less than $40K,2257
714365883,Less than $40K,3877
715856208,$60K - $80K,4028
708944958,$60K - $80K,4612
771516333,$40K - $60K,3831
772051308,Unknown,3853
788350908,$40K - $60K,3548
818322033,Less than $40K,3943
716288958,$80K - $120K,4062
712347258,Less than $40K,4419
779072733,Less than $40K,4979
710003958,Less than $40K,4100
715287708,$40K - $60K,3769
708774708,$40K - $60K,3858
713535033,$80K - $120K,3200
719314683,Less than $40K,3645
789293358,Less than $40K,5328
787638408,Unknown,4161
715974783,$80K - $120K,4590
716134533,$80K - $120K,4406
708834483,$80K - $120K,1775
780168333,$120K +,3450
711557508,$60K - $80K,4066
772506858,Unknown,4552
765692658,Less than $40K,3825
720598308,$120K +,1736
720093333,$120K +,4855
717281658,Less than $40K,3953
765731433,Unknown,3512
712050933,$80K - $120K,1533
787361583,$60K - $80K,2204
709921158,$60K - $80K,4241
714781908,$60K - $80K,3710
717592758,Less than $40K,2418
821339433,Unknown,4442
